title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
Python Q.062,"def chk(s):
      n = len(s)//2
      return s[:n] == s[:-n-1:-1]
#
以下選項中傳入值s 與回傳值的敘述何者錯誤？",chk('xxarx')回傳 True,chk('a')回傳True,chk('abba')回傳 True,chk('abab')回傳 False,以上皆無錯誤或執行錯誤 Error,A,串列,medium,,,,"此函數用切片比較字串前半段與後半段反轉後是否相同，藉此判斷是否為回文（迴文）。逐一驗證後，只有 (A) chk('xxarx') 的結果應為 False（前 2 字元 ""xx"" 跟反轉後的後 2 字元 ""xr"" 不同），跟宣稱的「回傳 True」不符。","Python,串列,程式識讀",True
Python Q.063,"def chk(s):
      n = len(s)
      for i in range(n//2):
            if s[i] != s[n-1-i]:
                  return i
      return -1
#
以下選項中傳入值s 與回傳值的敘述何者錯誤？",chk('xxarx')回傳 1,chk('abccba')回傳-1,chk('wa')回傳0,chk('ababbba')回傳3,以上皆無錯誤或執行錯誤 Error,D,字串,medium,,,,此函數由外而內比較字串左右對稱位置的字元，回傳第一個不對稱的位置，若都對稱則回傳 -1。逐一驗證後，只有 (D) chk('ababbba') 的實際回傳值應為 2（索引 2 是 'a'，對稱位置索引 4 是 'b'，不相等），跟宣稱的 3 不符。,"Python,字串,程式識讀",True
Python Q.064,"a = 3
def f(k):
      a = 4
      k += 2
      return a+k
#
b = 1
c = f(b)+a
print(b,c)
輸出為何？",3 11,1 10,1 11,3 10,以上皆非或執行錯誤 Error,B,函式,medium,,,,函數 f 內部宣告了自己的區域變數 a（=4），與外部的全域 a（=3）互不影響。f(b=1) 中 k=1+2=3，回傳 4+3=7；接著 c=f(b)+a 使用的是外部全域 a=3，所以 c=7+3=10。b 本身沒有被改變，仍是 1。,"Python,函式,程式識讀",True
Python Q.065,"a = 3
def f(k):
      a += 2
      k = 4
      return a+k
#
b = 1
c = f(b)+a
print(b,c)
輸出為何？",1 12,4 12,1 9,4 9,以上皆非或執行錯誤 Error,E,函式,medium,,,,"函數 f 內有 ""a += 2"" 這樣的運算，Python 只要函數內任何地方對變數做了指定（包含 +=），就會把它視為整個函數作用域內的區域變數；但 a += 2 需要先讀取 a 目前的值，而區域變數 a 在這之前從未被賦值過，因此會產生 UnboundLocalError（執行錯誤）。","Python,函式,程式識讀",True
Python Q.066,"a = 3
b = 1
def f(a):
      a += 2
      b = 4
      return a+b
#
c = f(b)+a
print(b,c)
輸出為何？",1 14,4 14,1 10,1 12,以上皆非或執行錯誤 Error,C,函式,medium,,,,"函數 f 的參數 a 是區域變數，傳入的是全域 b=1，a+=2 後變成 3；函數內的 b=4 是簡單指定（不像 +=，不需要先讀取），因此會建立一個新的區域變數 b，只在函數內部有效，f 回傳 a+b=3+4=7。全域的 a、b 都沒有被改變（module 層級的 a 仍是 3，b 仍是 1），print(b,c) 中的 b 是全域的 1，c=f(b)+a=7+3=10。","Python,函式,程式識讀",True
Python Q.067,"a,b = 3,[1,2]
def f(p,q):
      p += 2
      q[0] = 0
      return p+sum(q)
#
d = f(a,b)
print(a,b,d)
輸出為何？","3 [1,2] 7","5 [0,2] 7","3 [0,2] 7","5 [1,2] 8",以上皆非或執行錯誤 Error,C,串列,medium,,,,"p 是傳入的整數（不可變型別），p+=2 只改變函數內的區域變數，不影響外部；q 則是 list（可變型別），q[0]=0 會直接修改傳進來的那個 list，因此外部的 b 也會被改變。呼叫後 a 不變仍是 3，b 變成 [0,2]，函數回傳 p+sum(q)=5+2=7。","Python,串列,程式識讀",True
Python Q.068,"def f(s):
      s *= 2
      return s+'wa'
#
t = 'ab'
s = 'www'
c = f(t)+s
print(c,t)
輸出為何？",wwwwwwwawww ab,wwwwwwwawww abab,ababwawww abab,ababwawww ab,以上皆非或執行錯誤 Error,D,字串,medium,,,,"函數內對字串參數 s 做 s*=2 只是讓區域變數 s 指向一個新字串（""ab""*2=""abab""），因為字串是不可變型別，不會影響外部傳進來的 t。f(t) 回傳 ""abab""+""wa""=""ababwa""；c=f(t)+s（模組層級的 s=""www""）得到 ""ababwawww""；t 本身沒被改變，仍是 ""ab""。","Python,字串,程式識讀",True
Python Q.069,"def f(s):
      cnt = [0]*26
      for c in s:
            if c<'a' or c>'z': return -1
            cnt[ord(c)-ord('a')] += 1
      return max(cnt)
#
以下選項中傳入值s 與回傳值的敘述何者錯誤？",f('xxBarx')回傳-1,f('abccbac')回傳 3,f('waxyz')回傳 1,f('aaaaabbbb')回傳5,以上皆無錯誤或執行錯誤 Error,E,串列,medium,,,,此函數計算字串中出現最多次的小寫字母次數，若遇到非小寫字母則回傳 -1。逐一驗證所有選項的傳入值與宣稱的回傳值，結果都吻合，因此沒有錯誤的選項。,"Python,串列,程式識讀",True
Python Q.070,"def g(x,y):
      if y == 0: return x
      if x >= y: return g(x-y,y)
      return g(y,x)
#
a = [3,5,12,18]
ans = 0
for i in range(3):

      ans += g(a[i],a[i+1])
print(ans)
輸出為何？",3,8,10,12,以上皆非或執行錯誤 Error,B,遞迴,hard,,,,"此函數是輾轉相除法（歐幾里得演算法），計算兩數的最大公因數。陣列中相鄰兩數的 gcd 依序是 gcd(3,5)=1, gcd(5,12)=1, gcd(12,18)=6，總和為 8。","Python,程式識讀,遞迴",True
Python Q.071,"def g(x,y):
      if x < 2: return y
      return g(x-2,y+1)
#
a = [1,5,20,8]
b = [3,1,20,0]
ans = sum(g(a[i],b[i]) for i in range(4))
print(ans)
輸出為何？",40,45,52,58,以上皆非或執行錯誤 Error,A,遞迴,medium,,,,此函數每次遞迴讓 x 減 2、y 加 1，直到 x<2 為止再回傳 y，等同於回傳 y + x//2。四組數值分別算出 3、3、30、4，總和為 40。,"Python,程式識讀,遞迴",True
Python Q.072,"def g(x,y):
      t = 0
      while x > 1 and y > 0:
            t += 1
            x, y = x-2, y-1
      return t
#
a = [1,5,20,9]
b = [3,1,11,4]
ans = sum(g(u,v) for u,v in zip(a,b))
print(ans)
輸出為何？",17,16,15,14,以上皆非或執行錯誤 Error,C,變數與運算,medium,,,,"此函數每次讓 x 減 2、y 減 1（同時要 x>1 且 y>0），累計次數 t，等同於回傳 min(x//2, y)。四組數值分別是 min(0,3)=0、min(2,1)=1、min(10,11)=10、min(4,4)=4，總和為 15。","Python,程式識讀,變數與運算",True
Python Q.073,"def g(d):
      if d%2 == 0: return f(d//2)+1
      return f(d)
#
def f(d):
      if d == 1: return 0
      if d%2==1: return g(3*d+1)+1
      return g(d)
#
ans = sum(f(i) for i in (1,2,3,4))
print(ans)
輸出為何？",7,8,9,10,以上皆非或執行錯誤 Error,D,遞迴,hard,,,,這是考拉茲猜想（3n+1 問題）的變形，回傳從 d 開始經過幾步變成 1（偶數除以 2、奇數變成 3n+1 各算一步）。f(1)=0、f(2)=1、f(4)=2，f(3) 需要展開追蹤（3→10→5→16→8→4→2→1）得到 7，總和 0+1+7+2=10。,"Python,程式識讀,遞迴",True
Python Q.074,"def g(d):
      d = [1,2,3]
      return sum(d)
d = [4,5,6]
w = g(d)
print(w,d)
輸出為何？","6 [4,5,6]","6 [1,2,3]","15 [4,5,6]","15 [1,2,3]",以上皆非或執行錯誤 Error,A,串列,medium,,,,"函數 g 內對參數 d 做 d=[1,2,3] 只是把區域變數 d 重新指向一個新的 list，不會修改外部傳進來的原始 list。因此 w=sum([1,2,3])=6，而外部的 d 完全沒被改變，仍是 [4,5,6]。","Python,串列,程式識讀",True
Python Q.075,"def g(s,ans):
      if not s: return
      imax = max(s)
      i = s.index(imax)
      ans.append(imax)
      g(s[i+1:],ans)
      return
#
ans = []
g([5,2,9,4,5,6,3,4,1],ans)
print(ans)
輸出為何？","[9,5,6]","[9,6,4,1]","[9,5,6,1]","[9,6,3,4,1]",以上皆非或執行錯誤 Error,B,遞迴,medium,,,,"此函數在剩餘的字串中找出最大值並加進結果，再遞迴處理最大值之後的部分。依序找出的最大值是 9、6、4、1，因此結果為 [9,6,4,1]。","Python,程式識讀,遞迴",True
Python Q.076,"a = [3,4,1,5,2,4,2,6,9,7,8]
s = []
for v in a:
      while s and s[-1]>=v:
            s.pop()
      s.append(v)
#
print(s)
輸出為何？","[3,4,5,6,7,8]","[1,2,4,6,7,8]","[1,2,6,7,8]","[1,2,2,6,7,8]",以上皆非或執行錯誤 Error,C,資料結構,medium,,,,"這是用 list 模擬 stack，維護一個嚴格遞增的子序列：每來一個新元素，就把 stack 中大於等於它的元素持續彈出，再把它壓入。依序處理陣列後，stack 中剩下的元素由底到頂是 [1,2,6,7,8]（此處程式直接印出 s，並沒有像其他相似題那樣反轉，因此保持由底到頂的順序）。","Python,程式識讀,資料結構",True
Python Q.077,"def f(a):
      t = 0
      for v in a:
            if v>t or -v>t:
                  t = v
      return t
#
以下選項中傳入值與回傳值的敘述何者錯誤？","f([4,1,9,5,3])回傳9","f([-4,-1,-5])回傳-5","f([-4,1,-5,1])回傳-5","f([4,-1,-5,1,-9])回傳-9",以上皆無誤,C,程式理解,hard,,,,這段程式想找出陣列中絕對值最大的元素：若目前 t 是正值，之後只有絕對值更大的值會取代它；但一旦 t 變成負值，後面任何比它「數值上更大」的值（包含正數）都會取代它，導致結果未必是絕對值最大者。逐一驗證各選項後，只有 (C) 的實際回傳值應為 1（處理到最後一個元素時 t 已經是負值，被後面任何值取代），跟宣稱的 -5 不符。,"Python,程式理解,程式識讀",True
Python Q.078,"a = [3,1,6,4,9,5,7]
n = len(a)
for i in range(n):
      if a[i]>a[i+1]:
            a[i],a[i+1] = a[i+1],a[i]
#
print(a)
輸出為何？","[1,3,4,5,6,7,9]","[1,3,4,6,5,7,9]","[1,3,4,6,5,7,0]","[1,3,4,6,5,7,0,9]",以上皆非或執行錯誤 Error,E,串列,medium,,,,迴圈跑到 i=n-1（也就是最後一個索引）時會存取 a[i+1]，已經超出陣列範圍（陣列只有 n 個元素，索引 0~n-1），會產生 IndexError。迴圈範圍應寫成 range(n-1) 才正確。,"Python,串列,程式識讀",True
Python Q.079,"a = [1,2,4,4,5,7,7,8]
n = len(a)
def f(v):
      i = 0
      while a[i] < v:
            i += 1
      return i
#
以下選項中v 與回傳值的敘述何者錯誤？",f(0)回傳0,f(6)回傳5,f(4)回傳2,f(9)回傳8,以上皆無錯誤,D,程式理解,medium,,,,此函數找出陣列中第一個「不小於 v」的位置。逐一驗證後，只有 (D) f(9) 因為陣列中沒有任何元素大於等於 9，迴圈的 i 會持續遞增直到超出陣列範圍而產生 IndexError，並不保證回傳 8。,"Python,程式理解,程式識讀",True
Python Q.080,"def chk(s):
      i,j = 0,len(s)-1
      cost = 0
      while i<j:
            if s[i] != s[j]:
                  cost += 1
                  s[j] = s[i]
            i,j = i+1,j-1
      return cost
#
以下選項中傳入值s 與回傳值的敘述何者正確？",chk('xxarx')回傳 2,chk('abc')回傳 2,chk('yxarx')回傳 2,chk('abab')回傳 0,以上皆不正確,E,程式理解,medium,,,,此函數想修改字串中不對稱位置的字元（s[j]=s[i]），但字串在 Python 中是不可變型別，item assignment 這樣的操作會直接產生 TypeError（執行錯誤），所有選項都不會得到宣稱的回傳值，因此答案是「以上皆不正確」。,"Python,程式理解,程式識讀",True
Python Q.081,"def chk(s):
      i,j = 0,len(s)-1
      while i<j:
            if s[i] != s[j]:
                  cost += 1
            i,j = i+1,j-1
      return cost
#
以下選項中傳入值s 與回傳值的敘述何者正確？",chk('xxarx')回傳 2,chk('abc')回傳 2,chk('yxarx')回傳 2,chk('abab')回傳 0,以上皆不正確,E,程式理解,easy,,,,函數內的 cost 變數在被用來累加（cost += 1）之前，從未被賦過初值，因此一旦真的進入需要累加的分支就會產生 UnboundLocalError（執行錯誤）；即使字串本身是回文（cost 完全不會被累加），最後 return cost 時 cost 依然完全沒有被定義過，同樣會出錯。,"Python,程式理解,程式識讀",True
Python Q.082,"def f(s):
      i,j = 0,len(s)-1
      cost = 0
      while i<j:
            if s[i] != s[j]:
                  cost += min(int(s[i]),int(s[j]))
            i,j = i+1,j-1
      return cost
#
v = 93010307435
print(f(str(v)))

輸出為何？",6,8,9,12,以上皆非或執行錯誤 Error,A,程式理解,medium,,,,"此函數比較字串左右對稱位置的字元，若不同就把兩者中較小的（數字較小的）累加起來。以 ""93010307435"" 為例，對稱比較後不相等的位置分別貢獻 5、0、1，總和為 6。","Python,程式理解,程式識讀",True
Python Q.083,"idx = [3,0,5,1]
p = [5,4,3,2,1]
total = 0
for i in idx:
      if p[i]<5 and i<len(p):
            total += p[i]
#
print(total)
輸出為何？",11,6,15,4,以上皆非或執行錯誤 Error,E,流程控制,hard,,,,這段程式原本想把 idx 所指位置且數值小於 5 的元素加總，但 if 判斷式把兩個條件的順序寫反了：p[i]<5 會先被求值，當 i=5（idx 中的元素）時 p[5] 已經超出 list 的範圍（p 只有索引 0~4），會產生 IndexError，沒有機會先檢查 i<len(p) 這個保護條件。,"Python,流程控制,程式識讀",True
Python Q.084,"a = [3,1,2,0,5]
p = 12
cnt = 0
for v in a:
      if (p%v == 0) and (v != 0):
            cnt += 1
#
print(cnt)
輸出為何？",0,1,2,3,以上皆非或執行錯誤 Error,E,流程控制,medium,,,,這段程式原本想計算 p 的倍數共有幾個，但 if 判斷式把兩個條件的順序寫反了：p%v 會先被求值，當 v=0 時就是除以 0，會產生 ZeroDivisionError，沒有機會先檢查 v!=0 這個保護條件。,"Python,流程控制,程式識讀",True
Python Q.085,"a = [0,1,4,2,0,-3,2,0]
p = 3
while True:
      if a[p]==0 or p<0 or p>=8:
            break
      p += a[p]
#
print(p)
輸出為何？",0,4,7,8,以上皆非或執行錯誤 Error,E,流程控制,medium,,,,這段程式讓 p 依照 a[p] 的值前進或後退，直到遇到 0 或超出範圍才停止，但 if 判斷式把條件順序寫反了：a[p] 會先被求值，當 p 已經等於 8（超出 list 範圍，list 只有索引 0~7）時就先發生了超界存取，產生 IndexError，沒有機會先檢查 p>=8 這個保護條件。,"Python,流程控制,程式識讀",True
Python Q.086,"a = [0,-1,4,2,0,-3,-2,5,1,-8,-3]
def f(i):
      while 0<=i<len(a):
            if a[i]==0:
                  return i
            i += a[i]
      return -1
#
p = [f(1),f(3),f(8),f(10)]
print(p)
輸出為何？","[0,4,-1,-1]","[0,4,0,-1]","[1,-1,4,-1]","[0,-1,0,-1]",以上皆非或執行錯誤 Error,B,程式理解,medium,,,,"此函數讓 i 依照 a[i] 的值前進或後退，直到遇到值為 0 的位置（回傳該位置）或超出陣列範圍（回傳 -1）。逐一模擬 f(1)、f(3)、f(8)、f(10) 的路徑，結果依序是 0, 4, 0, -1。","Python,程式理解,程式識讀",True
Python Q.087,"a = [0,1,2,3,4,5,6,7]
p = a[1:3]+a[4:9:2]
a[1] = 9
print(p)
輸出為何？","[1,2,4,6]","[9,2,4,6]","[1,2,4,5,6,7]","[1,2,3,4,6]",以上皆非或執行錯誤 Error,A,串列,easy,,,,"a[1:3] 取出 [1,2]，a[4:9:2] 從索引 4 開始每隔一個取到索引 8（但 a 只有 8 個元素，實際能取到的是索引 4、6），得到 [4,6]。切片會建立新的獨立 list，因此後面的 a[1]=9 不會影響已經建立好的 p，p=[1,2,4,6]。","Python,串列,程式識讀",True
Python Q.088,"a = [[0,1],[2,3],[4,5]]
p = [a[1],a[0]]
a[1] = 9
a[0][0] = 9
print(p)
輸出為何？","[[2,3],[0,1]]","[9,[0,1]]","[[2,3],[9,1]]","[9,[9,1]]",以上皆非或執行錯誤 Error,C,串列,medium,,,,"p = [a[1], a[0]] 只是複製了兩個「參照」到 p 這個新 list 裡，並沒有複製內容。a[1]=9 讓 a[1] 改指向整數 9，但 p[0] 仍然指向原本的 [2,3] 這個 list 物件，不受影響；而 a[0][0]=9 是直接修改 a[0] 這個 list 物件本身的內容，因為 p[1] 跟 a[0] 指向同一個物件，所以 p[1] 也會跟著變成 [9,1]。最終 p=[[2,3],[9,1]]。","Python,串列,程式識讀",True
Python Q.089,"a = ['wa','tle','ac']
p = [a[0],a[1]]
a[1] += 'Omg'
a[0] = 'ce'
執行後p的內容為何？","['wa','tle']","['wa','tleOmg']","['ce','tle']","['ce','tleOmg']",以上皆非或執行錯誤 Error,A,串列,medium,,,,"字串是不可變型別，p=[a[0],a[1]] 複製的是字串的參照，但後續對 a 的操作（a[1]+='Omg' 及 a[0]='ce'）都是讓 a 的元素改指向新的字串物件，不會影響 p 裡原本存的舊字串，因此 p 仍是 ['wa','tle']。","Python,串列,程式識讀",True
Python Q.090,"def f(t):
      r = ''
      for ch in t:
            if int(ch)%3 == 0:
                  r += '0'
            else:
                  r += ch
      return r
#
s = f('12346')
t = f('96134')
s = f(s+t[: : -1])
print(s)
輸出為何？",1234696134,1234643169,4010004021,1204040100,以上皆非或執行錯誤 Error,D,串列,medium,,,,"3 的倍數的數字字元會被換成 '0'，其餘保留。f('12346') 得到 '12040'（3→0, 6→0），f('96134') 得到 '00104'（9→0, 6→0, 3→0）。t 反轉後是 '40100'，s+t[::-1]='12040'+'40100'='1204040100'。再對這個結果套用一次 f：因為裡面沒有任何字元是 3、6、9，0 本身也維持是 0，因此結果完全不變，仍是 '1204040100'。","Python,串列,程式識讀",True
Python Q.091,"a = ""127037265""
while len(a) > 1:
      tem = """"
      for i in range(0,len(a),2):
            p = int(a[i:i+2])
            tem += str(p//10 + p%10)
      a = tem
#
print(a)
輸出為何？",4,6,7,8,以上皆非或執行錯誤 Error,B,字串,hard,,,,每 2 位切成一個數字，把個位與十位相加寫下，重複這個過程直到只剩一位數為止：這是一個逐步縮減數字的過程，最終剩下的個位數是 6。,"Python,字串,程式識讀",True
Python Q.092,"def f(a):
      while True:
            s1 = str(a)
            s2 = s1[: : -1]
            if s1 == s2: return a
            a = int(s1)+int(s2)
      return -1
#
print(f(2371),f(932),f(1221))

輸出為何？",7117 1441 1221,6226 2822 3553,7117 2882 1221,6226 1441 3553,以上皆非或執行錯誤 Error,C,字串,hard,,,,函數 f 反覆把數字與它反轉後的值相加，直到結果剛好等於自己的反轉（也就是回文數）為止。f(2371) 經過 2371→4103→7117（7117 反轉仍是 7117，回文）回傳 7117；f(932) 經過 932→1171→2882（回文）回傳 2882；f(1221) 本身就是回文，直接回傳 1221。,"Python,字串,程式識讀",True
Python Q.093,"a = ['1110','1010','0011','1110']
w = ''
for i,r in enumerate(a):
      w += r[i]
print(w)
輸出為何？",1110,1010,0101,1101,以上皆非或執行錯誤 Error,B,Python程式識讀,medium,,,,"搭配 enumerate 依序取出索引 i 與對應的字串 r，取出 r[i]，等於把二維字元陣列的主對角線元素（a[0][0], a[1][1], a[2][2], a[3][3]）串接起來，結果是 ""1010""。","Python,Python程式識讀,程式識讀",True
Python Q.094,"a = ['abcd','pqrs','1234']
s = ''
for i in range(4):
      for r in a:
            s += r[i]
print(s)
輸出為何？",abcdpqrs1234,aaaapppp1111,aq3br4cs1dp2,ap1bq2cr3ds4,以上皆非或執行錯誤 Error,D,Python程式識讀,medium,,,,"這段程式依照 column-major（欄優先）的順序，先取每個字串的第 0 個字元、再取第 1 個字元，以此類推串接起來，結果是 ""ap1bq2cr3ds4""。","Python,Python程式識讀,程式識讀",True
Python Q.095,"def fj(s,d):
      if not s: return ''
      t = ''
      for ch in s[:-1]:
            t += ch+d
      return t+s[-1]
#
s1 = fj('qw','-')
s2 = fj(['03','14','2025'],'/')
s3 = fj(list('post'),'')
print(s1,s2,s3)
輸出為何？",q-w- 03/14/2025/ post,-qw- /03142025/ ['post'],q-w 03/14/2025 post,q-w 03/14/2025 ['post'],以上皆非或執行錯誤 Error,C,字串,hard,,,,"函數 fj 把 s（可以是字串或 list）除了最後一個元素以外，每個元素後面接上分隔符號 d，最後再接上最後一個元素。fj('qw','-')=""q""+""-""+""w""=""q-w""；fj([""03"",""14"",""2025""],""/"")=""03/14/2025""；fj(list(""post""),"""")=""post""。","Python,字串,程式識讀",True
Python Q.096,"def f(i,j):
      if a[i][j] == '0': return 0
      v[i][j] = True
      cnt = 1
      for p,q in ((i,j+1),(i+1,j),(i,j-1),(i-1,j)):
            if 0<=p<4 and 0<=q<10 and not v[p][q]:
                  cnt += f(p,q)
      return cnt
#
a = ['0110001101',
         '1011101101',
         '1101110111',
         '1100100010']
v = [[False]*10 for i in range(4)]
x,y,z = f(1,3),f(0,3),f(2,9)
print(x,y,z)
輸出為何？",9 1 9,10 0 5,10 0 9,9 0 10,以上皆非或執行錯誤 Error,D,遞迴,hard,,,,"這是標準的深度優先搜尋（DFS）：以上下左右相連的 ""1"" 為一個連通區塊，計算其大小；走過的位置會被標記（v[i][j]=True）避免重複計算，所以後面呼叫的區塊大小會受到前面呼叫的影響。依序呼叫 f(1,3)、f(0,3)、f(2,9) 得到 9, 0, 10（f(0,3) 所在的格子已經在 f(1,3) 的搜尋過程中被走過）。","Python,程式識讀,遞迴",True
Python Q.097,"def f(a):
      if not a: return []
      p = 0
      for i in range(1,len(a)):
            if a[i] < a[p]: p = i
      return [a[p]]+f(a[:p])+f(a[p+1:])
#
q = [3,4,2,7,0,8,1,3,2]
print(f(q))
輸出為何？","[0,1,2,2,3,3,4,7,8]","[0,2,3,4,7,1,8,2,3]","[0,2,3,4,7,1,2,3,8]","[0,2,3,4,7,1,8,3,2]",以上皆非或執行錯誤 Error,B,遞迴,hard,,,,"這是分治法的標準寫法：在陣列中找出最小值並放在最前面，再遞迴處理最小值左右兩側的子陣列。依此規則模擬整個過程，結果為 [0,2,3,4,7,1,8,2,3]。","Python,程式識讀,遞迴",True
Python Q.098,"def b(x):
      le,ri = 0,7
      while le < ri:
            mid = (le+ri)//2
            if x == a[mid]: return mid
            if x < a[mid]:
                  ri = mid-1
            else:
                  le = mid
      return le
#
a = [0,3,6,9,12,15,18,20]
以下呼叫與結果何者錯誤？",b(-1)回傳0,b(5)回傳2,b(18)回傳6,b(30)程式不會正常結束,以上皆非,B,程式理解,hard,,,,這是一個寫壞的二分搜尋：當搜尋值大於中間值時，程式把左界設成 le=mid（而不是 mid+1），當 le 與 ri 只差 1 時 mid 會等於 le，導致左右界永遠不會再改變，形成無窮迴圈。逐一驗證後，只有 (B) b(5) 會因此陷入無窮迴圈，並不會正常回傳 2。,"Python,程式理解,程式識讀",True
Python Q.099,"low,up = 1.0, 2.0
eps = 0.0001
x = 2.0
cnt = 0
while up - low > eps:
      cnt += 1
      mid = (low+up)/2
      if mid*mid > x:
            up = mid
      else: low = mid

#
print(low,cnt)
此程式計算根號 2 的近似值，其中 cnt 的值是迴
圈的次數，也表示程式的效率。cnt最後輸出的值
在下列何範圍？",0 ~ 50,51 ~ 100,101 ~ 500,501 ~ 1000,1000以上,A,時間複雜度,medium,,,,這是二分搜尋法逼近根號 2：搜尋區間寬度為 1，要縮小到誤差 0.0001 以下，大約需要 log2(1/0.0001)≈14 次即可，遠小於 50 次。,"Python,時間複雜度,程式識讀",True
Python Q.100,"a = []
for i in range(n):
      for j in range(m):
            a.append(i+j)
#
此程式片段的時間複雜度以 m,n 表示為下列何
者？",O(m+n),O(mn),O(m/n),O(m2+n2),以上皆非,B,時間複雜度,easy,,,,雙層迴圈，外層跑 n 次、內層跑 m 次，總執行次數為 m*n，時間複雜度為 O(mn)。,"Python,時間複雜度,程式識讀",True
Python Q.101,"a = []
for i in range(n):
      a = [i]+a
#
此程式片段的時間複雜度以 n 表示為下列何者？",O(n),O(nlog(n)),O(n2),O(n3),以上皆非,C,時間複雜度,medium,,,,"每次執行 ""a = [i]+a"" 都會建立一個全新的 list，把 a 目前所有的元素複製一份接在 [i] 後面，這個複製動作花費 O(len(a))=O(i) 的時間。總時間是 0+1+2+...+(n-1)=O(n^2)。","Python,時間複雜度,程式識讀",True
Python Q.102,"def f(a,i,v):
      if i < 0: return 0
      p = f(a,i-1,v+a[i])
      q = f(a,i-1,v)
      return max(p,q)
#
以f(p,n-1,0)呼叫此函數，其中 n是列表p 的
長度，則worst case 時間複雜度以n表示為下
列何者？",O(n),O(n2),O(n!),O(2n),以上皆非,D,時間複雜度,hard,,,,此函數在每一層都分成「取 a[i]」與「不取 a[i]」兩條路徑遞迴下去，遞迴深度為 n，因此總呼叫次數是 2 的 n 次方，時間複雜度為 O(2^n)。,"Python,時間複雜度,程式識讀",True
Python Q.103,"def f(k):
      for i in range(k):
            if i*i > k:
                  return i
#
p = 0
for i in range(n):
      p += f(i)
#
此程式的worst case 時間複雜度以n表示為下
列何者？",O(n3/2),O(nlog(n)),O(n1/2),O(n2),以上皆非,A,時間複雜度,hard,,,,f(k) 內部迴圈執行到 i*i>k 才停止，時間約為 O(sqrt(k))。外層迴圈把 f(0)~f(n-1) 全部呼叫過一次，總時間約為 sqrt(1)+sqrt(2)+...+sqrt(n) = O(n^1.5)。,"Python,時間複雜度,程式識讀",True
Python Q.104,"def f(p,q):
      if q < p+5: return (p+q)//2
      s = 0
      for i in range(p,q):
            s += i
      #
      m = (p+q)//2
      return f(p,m)+f(m+1,q)+s
#
以f(0,n)呼叫此函數，則 worst case時間複

雜度為下列何者？",O(2n),O(nlog(n)),O(n),O(n2),以上皆非,B,時間複雜度,hard,,,,"此函數是分治法：每次把區間 [p,q) 分成兩半遞迴處理，遞迴前後各花費 O(區間長度) 的時間做加總，符合 T(n)=2T(n/2)+O(n) 的遞迴關係式，由主定理可得 T(n)=O(n log n)。（注意時間複雜度看的是執行過程花費的時間，不是函數回傳的數值）","Python,時間複雜度,程式識讀",True
Python Q.105,"s = 0
for i in range(1,n):
      for j in range(i,n,i):
            s += 1
#
print(s)
此程式片段的時間複雜度以 n 表示，則下列何者
為最準確的表示式？",O(n),O(nlog(n)),O(n2),O(n3),以上皆非,B,時間複雜度,hard,,,,外層迴圈 i 從 1 到 n-1，內層迴圈 j 以 i 為間隔跑，執行次數約為 n/i。總執行次數為 n*(1+1/2+1/3+...+1/(n-1))，這是調和級數，約為 n*ln(n)，時間複雜度為 O(n log n)。,"Python,時間複雜度,程式識讀",True
Python Q.106,"s = 0
n = len(a)
for i in range(n):
      s += sum(a[i:])
#
a是一個整數list，此程式片段的時間複雜度以
a的長度n表示，則下列何者為最準確的表示式？",O(n),O(nlog(n)),O(n2),O(n3),以上皆非,C,時間複雜度,medium,,,,sum(a[i:]) 每次呼叫要花費 O(n-i) 的時間加總剩下的元素。外層迴圈跑過每個 i，總時間為 sum((n-i)) 對所有 i 相加，也就是 n+(n-1)+...+1=O(n^2)。,"Python,時間複雜度,程式識讀",True
Python Q.107,"def f(a,x):
      p = len(a)//2
      q = 0
      while p > 0:
            if q+p<len(a) and a[q+p] < x:
                  q += p
            p //= 2
      #
      return q
#
此函數被呼叫時，傳入的 a是一個整數list，而
x是一個整數。此函數的時間複雜度以 a的長度 n
來表示的話，則下列何者為其worst case時間
複雜度？",O(1),O(log(n)),O(n),O(nlog(n)),以上皆非,B,時間複雜度,medium,,,,p 每次折半（p//=2），大約 log(n) 次後會變成 0 而結束迴圈，迴圈內部只有常數時間的判斷與加法，因此整體時間複雜度為 O(log n)。,"Python,時間複雜度,程式識讀",True
Python Q.108,"def small(a,b):
      m,n = len(a),len(b)
      for i in range( q1 ):
            if a[i] < b[i]: return True
            if a[i] > b[i]: return False
      #
      return q2
#
此函數定義為：a字串的「字典序」小於 b字串時
回傳 True，請問程式中的 q1 與 q2 為下列何者
時可以符合定義？","q1: min(m,n), q2: (a[i]<b[i])","q1: min(m,n), q2: (m<n)","q1: max(m,n), q2: (a[i]<b[i])","q1: max(m,n), q2: False",以上皆非,B,程式理解,medium,,,,"比較兩字串的字典序時，只需要比較到較短字串的長度（min(m,n)）即可，因為超過較短字串長度的部分已經無法比較。若比較到其中一個字串結束都相同，字典序較小的會是「長度較短」的那個字串，因此 q2 應為 (m<n)。","Python,程式理解,程式識讀",True
